FECHA ASAMBLEA,EMISOR,NEMOTECNICO,MODO DE PAGO,MONEDA,FECHA INICIAL,FECHA FINAL Y DE PAGO,VALOR TOTAL DEL DIVIDENDO,VALOR CUOTA,DESCRIPCION PAGO PDU,MONTO TOTAL ENTREGADO EN DIVIDENDOS,FECHA INGRESO,SECTOR
2020-03-26 0:00:00,BANCO DE OCCIDENTE,OCCIDENTE,EFECTIVO / CASH,COP,2021-01-26 0:00:00,2021-02-01 0:00:00,1761.72,146.81,SE DECLARA DIVIDENDO EN EFECTIVO DE $146.81 MENSUAL POR ACCION PAGADERO DENTRO DE LOS DIEZ PRIMEROS DIAS DE CADA MES DESDE ABRIL DE 2020 A MARZO DE 2021,2.75E+11,#############,
2020-03-26 0:00:00,BANCO DE OCCIDENTE,OCCIDENTE,EFECTIVO / CASH,COP,2021-02-23 0:00:00,2021-03-01 0:00:00,1761.72,146.81,SE DECLARA DIVIDENDO EN EFECTIVO DE $146.81 MENSUAL POR ACCION PAGADERO DENTRO DE LOS DIEZ PRIMEROS DIAS DE CADA MES DESDE ABRIL DE 2020 A MARZO DE 2021,2.75E+11,#############,
2020-03-30 0:00:00,GRUPO DE ENERGÍA DE BOGOTÁ S.A. ESP,GEB,EFECTIVO / CASH,COP,2020-05-04 0:00:00,2020-05-08 0:00:00,140,70,SE DECLARA DIVIDENDO DE $140 POR ACCION PAGADEROS EN DOS CUOTAS CADA UNA DEL 50% LOS DIAS 08 DE MAYO Y 29 DE OCTUBRE,1.29E+12,#############,PÚBLICO
2020-03-30 0:00:00,GRUPO DE ENERGÍA DE BOGOTÁ S.A. ESP,GEB,EFECTIVO / CASH,COP,2020-10-23 0:00:00,2020-10-29 0:00:00,140,70,SE DECLARA DIVIDENDO DE $140 POR ACCION PAGADEROS EN DOS CUOTAS CADA UNA DEL 50% LOS DIAS 08 DE MAYO Y 29 DE OCTUBRE,1.29E+12,#############,PÚBLICO
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS,EFECTIVO / CASH,COP,2020-03-30 0:00:00,2020-04-03 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS,EFECTIVO / CASH,COP,2020-04-27 0:00:00,2020-05-04 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS,EFECTIVO / CASH,COP,2020-05-26 0:00:00,2020-06-01 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS,EFECTIVO / CASH,COP,2020-06-24 0:00:00,2020-07-01 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS,EFECTIVO / CASH,COP,2020-07-28 0:00:00,2020-08-03 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS,EFECTIVO / CASH,COP,2020-08-26 0:00:00,2020-09-01 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS,EFECTIVO / CASH,COP,2020-09-25 0:00:00,2020-10-01 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS,EFECTIVO / CASH,COP,2020-10-27 0:00:00,2020-11-03 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS,EFECTIVO / CASH,COP,2020-11-25 0:00:00,2020-12-01 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS,EFECTIVO / CASH,COP,2020-12-24 0:00:00,2021-01-04 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS,EFECTIVO / CASH,COP,2021-01-26 0:00:00,2021-02-01 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS,EFECTIVO / CASH,COP,2021-02-23 0:00:00,2021-03-01 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS00,EFECTIVO / CASH,COP,2020-03-30 0:00:00,2020-04-03 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS00,EFECTIVO / CASH,COP,2020-04-27 0:00:00,2020-05-04 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS00,EFECTIVO / CASH,COP,2020-05-26 0:00:00,2020-06-01 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS00,EFECTIVO / CASH,COP,2020-06-24 0:00:00,2020-07-01 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS00,EFECTIVO / CASH,COP,2020-07-28 0:00:00,2020-08-03 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS00,EFECTIVO / CASH,COP,2020-08-26 0:00:00,2020-09-01 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS00,EFECTIVO / CASH,COP,2020-09-25 0:00:00,2020-10-01 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS00,EFECTIVO / CASH,COP,2020-10-27 0:00:00,2020-11-03 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS00,EFECTIVO / CASH,COP,2020-11-25 0:00:00,2020-12-01 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS00,EFECTIVO / CASH,COP,2020-12-24 0:00:00,2021-01-04 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS00,EFECTIVO / CASH,COP,2021-01-26 0:00:00,2021-02-01 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS00,EFECTIVO / CASH,COP,2021-02-23 0:00:00,2021-03-01 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLASCA,EFECTIVO / CASH,COP,2020-03-30 0:00:00,2020-04-03 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLASCA,EFECTIVO / CASH,COP,2020-04-27 0:00:00,2020-05-04 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLASCA,EFECTIVO / CASH,COP,2020-05-26 0:00:00,2020-06-01 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLASCA,EFECTIVO / CASH,COP,2020-06-24 0:00:00,2020-07-01 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLASCA,EFECTIVO / CASH,COP,2020-07-28 0:00:00,2020-08-03 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLASCA,EFECTIVO / CASH,COP,2020-08-26 0:00:00,2020-09-01 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLASCA,EFECTIVO / CASH,COP,2020-09-25 0:00:00,2020-10-01 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLASCA,EFECTIVO / CASH,COP,2020-10-27 0:00:00,2020-11-03 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLASCA,EFECTIVO / CASH,COP,2020-11-25 0:00:00,2020-12-01 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLASCA,EFECTIVO / CASH,COP,2020-12-24 0:00:00,2021-01-04 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLASCA,EFECTIVO / CASH,COP,2021-01-26 0:00:00,2021-02-01 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLASCA,EFECTIVO / CASH,COP,2021-02-23 0:00:00,2021-03-01 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS01,EFECTIVO / CASH,COP,2020-03-30 0:00:00,2020-04-03 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS01,EFECTIVO / CASH,COP,2020-04-27 0:00:00,2020-05-04 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS01,EFECTIVO / CASH,COP,2020-05-26 0:00:00,2020-06-01 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS01,EFECTIVO / CASH,COP,2020-06-24 0:00:00,2020-07-01 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS01,EFECTIVO / CASH,COP,2020-07-28 0:00:00,2020-08-03 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS01,EFECTIVO / CASH,COP,2020-08-26 0:00:00,2020-09-01 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS01,EFECTIVO / CASH,COP,2020-09-25 0:00:00,2020-10-01 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS01,EFECTIVO / CASH,COP,2020-10-27 0:00:00,2020-11-03 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS01,EFECTIVO / CASH,COP,2020-11-25 0:00:00,2020-12-01 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS01,EFECTIVO / CASH,COP,2020-12-24 0:00:00,2021-01-04 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS01,EFECTIVO / CASH,COP,2021-01-26 0:00:00,2021-02-01 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLAS01,EFECTIVO / CASH,COP,2021-02-23 0:00:00,2021-03-01 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLA051,EFECTIVO / CASH,COP,2020-03-30 0:00:00,2020-04-03 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLA051,EFECTIVO / CASH,COP,2020-04-27 0:00:00,2020-05-04 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLA051,EFECTIVO / CASH,COP,2020-05-26 0:00:00,2020-06-01 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLA051,EFECTIVO / CASH,COP,2020-06-24 0:00:00,2020-07-01 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
2020-03-27 0:00:00,BANCO COMERCIAL AV VILLAS S.A.,PFVILLA051,EFECTIVO / CASH,COP,2020-07-28 0:00:00,2020-08-03 0:00:00,405,33.75,SE DECLARA DIVIDENDO EFECTIVO DE $33.75 POR ACCION Y POR MES. PARA EL MES DE ABRIL EL PAGO SE REALIZARA DEL DIA 3 AL 12 Y PARA LOS MESES DE MAYO 2020 A MARZO 2021 EN LOS PRIMEROS 10 DIAS DE CADA MES,2.72E+11,#############,
